usernames,comments,total_react,Like,Haha,Care,Love,Wow,Angry,Sad
Thien Doan,Tự hào là người parky hơn cái lũ pbvm calikiki,0,0,0,0,0,0,0,0
Nghi Táng Xã,"Đỉnh thế
3/ thấy lại ám ảnh tối ngủ ko nổi lại lên mạng múa mõm tiếp",0,0,0,0,0,0,0,0
Duy Phúc,V Trâm Ank parky,0,0,0,0,0,0,0,0
V Trâm Ank,Duy Phúc bố th điên,1,1,0,0,0,0,0,0
Đỗ Xuân Hưng,Này anh bạn tôi nghĩ nó ko ổn,0,0,0,0,0,0,0,0
Cu Hét,Parky sao lại parque,0,0,0,0,0,0,0,0
Nguyễn Bá Sang,Thêm cờ đỏ sao vàng bên trái và búa liềm bên phải thì hết nước chấm,0,0,0,0,0,0,0,0
Nguyen Minh Tuan,Ông chú có ý pbvm không vậy,0,0,0,0,0,0,0,0
Anh Khôi,á đù parky,0,0,0,0,0,0,0,0
Ảby ỢwỢ,"Parky,Trunkki,Namkiki con cac
Anh em tao monkey",0,0,0,0,0,0,0,0
Bảo Long,"Welp, phải tag thôi VTV24",0,0,0,0,0,0,0,0
Nguyễn Nam,Omg:),0,0,0,0,0,0,0,0
Thầy Ông Khịa,Quê t có trại bò ba sọc. Để mấy nữa t về quê t chụp ảnh. Bao đẹp.,0,0,0,0,0,0,0,0
Minh Duc,Tháng tư là lời nói dối của anh,0,0,0,0,0,0,0,0
Ph Thắng,Bọn trẻ con để ý làm j cứ coi như con chó con mèo kệ bà,0,0,0,0,0,0,0,0
Nguyễn Vinh,Nhiều thằng-con parky nhảy vào cắn cho mà xem nè :)),0,0,0,0,0,0,0,0
Hoàng Quý,Quá đã,0,0,0,0,0,0,0,0
Tô Xuân Huy Hoàng,"Màu xanh của người miền Nam: phóng khoáng, nhiệt tình,ôn hoà, chu đáo...
Màu đỏ của người miền Bắc: thật thà,chất phác,đôn hậu,đảm đang...
Màu tím của người miền Trung: sự trung thủy, son sắt,tần tảo chịu thương chịu khó,1 nắng 2 sương...
… See more",1,1,0,0,0,0,0,0
Nhi Trái Cây,Chọc chó quá chuẩn,0,0,0,0,0,0,0,0
Minh Tân,"Parky uống nước trong lu
Cali uống nước từ ku parky",0,0,0,0,0,0,0,0
Binh Đinh Văn,Bọn cali ba que,0,0,0,0,0,0,0,0
Văn Vĩ,Qua xem toàn xe zin ko có 1 con wave độ nào,0,0,0,0,0,0,0,0
Bủh Lưu Sơn,"30/4 chúng m chạy Như những con chó, nhục đéo chịu đc, bố bọn Cali 3/ xỏ lá",0,0,0,0,0,0,0,0
LÝ THỊ ĐỊT,Tuấn namky học hỏi nha,0,0,0,0,0,0,0,0
Viet Hoang,bọn namkiki,0,0,0,0,0,0,0,0
Đa Cấp,"T thấy bt mà ae, bữa có tk ytb nó cũng đặt tên là namkyky thôi",0,0,0,0,0,0,0,0
Đỗ Hiếu,"Tưởng thế là hay, sớm muộn gì công an cũng cho lên đồn để mà xem",0,0,0,0,0,0,0,0
Dương Kết,"Bắc Kỳ mãi đỉnh. Bắc Kỳ mình đi khắp Việt Nam để đồng hoá vùng miền
.",0,0,0,0,0,0,0,0
Tran Khanh Dang,Parky đỏ dái =)),0,0,0,0,0,0,0,0
Phạm Nam,Oải kkk,0,0,0,0,0,0,0,0
Nguyễn Hùng,Ngạo nghễ namkiki,0,0,0,0,0,0,0,0
Xuân Đức,Sao ko đên 30.4 lúc 11h30 hẵng khai trương,0,0,0,0,0,0,0,0
Duc Nguyen,"Đúng thằng mất dạy, tưởng thế là hay
Làm ăn mà ngu như này phá sản sớm",0,0,0,0,0,0,0,0
Ng Quoc Hung,Nam kỳ,0,0,0,0,0,0,0,0
Hạ Long,phân biệt cái đb,0,0,0,0,0,0,0,0
Việt Motor,Chưa khai trương đã bị ném đá. Ngu lắm con ạ,0,0,0,0,0,0,0,0
Đỗ Minh Chiến,Tại sao mày k đặt là Bắc Kỳ? Bộ mày là Tây nội địa hay sao mà phải nửa nạc nửa mỡ thế,0,0,0,0,0,0,0,0
Mạnh Hữu,"Từ Bắc Kỳ, Nam Kỳ là do vua Minh Mạng đặt năm 1834, 24 năm trước khi Pháp nổ súng xâm lược",0,0,0,0,0,0,0,0
Dương Chu Danh,Bắc kỳ number one,0,0,0,0,0,0,0,0
Hằng Nguyễn,"Parky và bắc kì là 2 từ khác nhau
Bọn trẩu óc lồn suốt ngày baque cali",0,0,0,0,0,0,0,0
Thành Long,đẳng cấp bắc kỳ a ơi,1,0,0,0,0,0,0,1
Trang Minie,Cái tên nói lên nhân cách rẻ rách của thằng đặt,0,0,0,0,0,0,0,0
Nguyễn Thế,con tinh trùng khuyết tật .chúc m 1 tháng chập điện cháy tiệm vài lần .,0,0,0,0,0,0,0,0
Hứa Phúc,"Có bọn nào mà kiểu Tây nội địa hay bọn 3 que nó đến cắm xe cộ thì cắt phế cao vào, cứ 10k 1 củ 1 ngày cho nó chết cụ nó đi nhé. Còn ae parky thì ông lấy gốc thôi nhé",0,0,0,0,0,0,0,0
Tr Nguyen Trong Nghia,Mai Chấn Quyềnparky,0,0,0,0,0,0,0,0
Nguyễn Tâm,Bình thuong thôi gio hòa hợp dân tộc rồi chả có gì cứ ghi Bắc Kỳ cũng chả có gì Nam Kỳ Trung Kỳ có gì đâu,0,0,0,0,0,0,0,0
Trường Trần,"Sao không thêm chữ cho nữa
Parkycho thì nó hay hơn",0,0,0,0,0,0,0,0
RồNg TiM To,Bắc kỳ nam kỳ chả có gì xấu,0,0,0,0,0,0,0,0
Khanh Tran,Nguyễn Nhật Duy :)),1,1,0,0,0,0,0,0
Trng Ngoc Anh,Vincent Trng Minh Hải,0,0,0,0,0,0,0,0
Duy Linh,Thanh An,1,0,1,0,0,0,0,0
Quốc Bảo,Tue Anh Truong,1,0,1,0,0,0,0,0
Tâm Thành Cao,Ngo Hue Phuong,1,0,1,0,0,0,0,0
Ngo Hue Phuong,Tâm Thành Cao dí ác,0,0,0,0,0,0,0,0
Huỳnh Đạt,Hoài Lê,1,0,1,0,0,0,0,0
Võ Minh Hoà,Hoàng Long,1,0,1,0,0,0,0,0
Nguyễn Trọng Phúc,Nam Dương,0,0,0,0,0,0,0,0
Nam Dương,Nguyễn Trọng Phúc cmm,0,0,0,0,0,0,0,0
Văn Danh,Nguyễn Trung Kiên,0,0,0,0,0,0,0,0
Nguyễn Trung Kiên,bua thay r dm =))),0,0,0,0,0,0,0,0
Gia Bao,Phạm Linh,1,0,0,0,1,0,0,0
Hàu Nguyễn,Phạm Hoàng Tấn,1,0,1,0,0,0,0,0
Pham Quang Linh,Nguyễn Hoàng,0,0,0,0,0,0,0,0
Nguyễn Hưng,Nguyễn Hiếu,0,0,0,0,0,0,0,0
Nguyễn Hiếu,Nguyễn Hưng chịu r,0,0,0,0,0,0,0,0
Kiều Đạt,Nguyễn Phạm Thái,1,0,0,0,0,0,0,1
Nguyễn Phú,Cao Quy Tung :)),1,1,0,0,0,0,0,0
Cao Son Le Mau,Aohk Sus IV,0,0,0,0,0,0,0,0
Lưu Huỳnh,Cao Son Le Mau,1,0,0,0,0,0,1,0
Aohk Sus IV,Cao Son Le Mau chunk ki cho,1,0,0,0,0,0,1,0
Bạc Xỉu,Công an Thành phố Hồ Chí Minh VTV24Báo Công an nhân dân,1,0,1,0,0,0,0,0
Nguyen Vu Dang Khoi,Lê Bảo,1,0,1,0,0,0,0,0
Phạm Minh Đức,Trung Tung BachTiến Thành,1,0,1,0,0,0,0,0
Khánh Bình Nguyễn,Bảo Thích Học Toán,1,0,0,1,0,0,0,0
Ng Thanh Tai,Ngọc Hiếu,1,0,0,0,0,0,0,1
Nguyễn Phong,Lâm Nguyễn,0,0,0,0,0,0,0,0
N. H. Việt,Hoàng,0,0,0,0,0,0,0,0
Lý Du Chinh,Nguyen Juan,1,0,1,0,0,0,0,0
Anh Thai Truong,SD Huy,1,0,1,0,0,0,0,0
Phi Luân,Khang Lê,0,0,0,0,0,0,0,0
Khang Lê,Phi Luân oh oh park y à,0,0,0,0,0,0,0,0
Huy,Thịnh Trần,0,0,0,0,0,0,0,0
Quốc Hải Vũ,Ngọc Huy GônHuy Khánh,1,0,1,0,0,0,0,0
Hà Nguyễn Quang Vinh,Đặng Hoang Anh,0,0,0,0,0,0,0,0
Đặng Hoang Anh,Hà Nguyễn Quang Vinh t miền trung mà đỏ cc,0,0,0,0,0,0,0,0
Nguyễn Thành Đạt,Trọng Hà,0,0,0,0,0,0,0,0
Nghĩa,Nguyễn Hữu Thắng,1,0,1,0,0,0,0,0
Trần Huy,Bi Beer,0,0,0,0,0,0,0,0
Đỗ Quang Anh,Nhat Anh Le,0,0,0,0,0,0,0,0
Nguyễn Đức Huy,Nguyễn Anh Tú,0,0,0,0,0,0,0,0
Nguyễn Anh Tú,Nguyễn Đức Huy vcl,0,0,0,0,0,0,0,0
Phúc Võ,Nhan Nguyen,0,0,0,0,0,0,0,0
Nhan Nguyen,Phúc Võ caidjt,0,0,0,0,0,0,0,0
Nhất Long,Trần Phạm Quang Huy,0,0,0,0,0,0,0,0
Quốc Kiệt,Lê Gia Phúc,0,0,0,0,0,0,0,0
Nguyễn Đức Đại Phát,Vinh Nguyen Quang :)),0,0,0,0,0,0,0,0
Thanh Nhat,Quangg Lợi,0,0,0,0,0,0,0,0
Dai Nam Tran,Minh Quân,0,0,0,0,0,0,0,0
Minh Quân,Dai Nam Tran Namky đâu,0,0,0,0,0,0,0,0
Nguyễn Duy Anh,Đình Đình Gia Hưng,1,1,0,0,0,0,0,0
Gia Hưng,Nguyễn Duy Anh chất vậy bạn…. Đúng là chỉ có đỉnh,0,0,0,0,0,0,0,0
Minh Quang,Lê Tuấn Anh,1,0,1,0,0,0,0,0
Lê Tuấn Anh,Minh Quang nghe ngứa ng luon e,1,0,1,0,0,0,0,0
Đức Nghĩa,Nguyễn Đình Đức,0,0,0,0,0,0,0,0
Nguyễn Đình Đức,Đức Nghĩa nam kiki,0,0,0,0,0,0,0,0
Trần Duy Thạc,Đỗ Dương,1,0,0,0,0,0,0,1
Ng Chí Trungg,Đoàn Phát,1,0,1,0,0,0,0,0
Đoàn Phát,Ng Chí TrunggĐẹp mà kk,0,0,0,0,0,0,0,0
Nguyễn Huy Tuấn,"Chúc chủ tiệm một năm bán được 1 xe, cháy tiệm 5 lần…",0,0,0,0,0,0,0,0
Thiên Nguyễn,Lê Doãn Hiếu,1,0,0,0,0,0,0,1
Lê Doãn Hiếu,Thiên Nguyễn @@,0,0,0,0,0,0,0,0
Minhh Hùngg,Vũ Nam,0,0,0,0,0,0,0,0
Vũ Nam,Minhh Hùngg con chó,0,0,0,0,0,0,0,0
Nguyễn Phúc,Phi Ngoc Anh Vu,1,0,0,0,0,0,0,1
Phi Ngoc Anh Vu,Nguyễn Phúc Showroom,1,0,0,0,0,0,0,1
Phan Đình Sang,Có tuyển nhânnvieen không chú,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phan Đình Sang cháu chê chú nghèo ngó ngàng gì đâu,1,0,1,0,0,0,0,0
Phan Đình Sang,Ngô Trung Nghĩa cayyy chú tuyển nhân viên đi ạ,0,0,0,0,0,0,0,0
Phạm Anh,Trí Phan,0,0,0,0,0,0,0,0
Trí Phan,Phạm Anh parky mãi đỉnh,0,0,0,0,0,0,0,0
Tuấn Minh,Em Fong,0,0,0,0,0,0,0,0
Lê Hưng,Xuân Khánh,0,0,0,0,0,0,0,0
Dương Thảo,Anh Tuan,1,0,1,0,0,0,0,0
Bui Nhat Huy,Nguyễn Thanh Thủy =))),0,0,0,0,0,0,0,0
Việt Hoàng,VTV24,0,0,0,0,0,0,0,0
Vĩnh Thắng,Duy Khang =)))),1,0,1,0,0,0,0,0
Duy Khang,Vĩnh Thắng tui mới mở cái tiệm nhỏ ae nào rảnh qua chơi,1,0,1,0,0,0,0,0
Huỳnh Bình Tâm,Hồ Kim Huy,0,0,0,0,0,0,0,0
Hồ Kim Huy,Huỳnh Bình Tâm,0,0,0,0,0,0,0,0
Trung Thành,Trần Long,0,0,0,0,0,0,0,0
Ninh Đức Nha,Khánh Lê,0,0,0,0,0,0,0,0
Phúc Hoà,Bùi Huy Nhật Thắng Bmt,1,0,1,0,0,0,0,0
Thien Le,Thông Phan,2,0,2,0,0,0,0,0
Thông Phan,Thien Le hàng hịu,1,0,1,0,0,0,0,0
Marco J Mai,Thien Le,0,0,0,0,0,0,0,0
Lê Đ.Trường,Tấn Tài =)),1,0,0,0,0,0,1,0
Nhat Truong,Trần Huy,0,0,0,0,0,0,0,0
Trần Huy,Nhat Truong đm giỡn hoài ní,0,0,0,0,0,0,0,0
Quốc Khánh,Đường Nhật,0,0,0,0,0,0,0,0
Dang Lam,Viet Duc,0,0,0,0,0,0,0,0
Kaytlyn Nguyen,Nguyễn Sơn,0,0,0,0,0,0,0,0
Viet Anh,Phuong MaiDương Nguyễn,1,0,0,0,0,0,1,0
Đảo Nam Du,Ngân Ngân,0,0,0,0,0,0,0,0
Hiếu Nguyễn,Khang Nguyễn,0,0,0,0,0,0,0,0
Khang Nguyễn,"Hiếu Nguyễn Phóng khoáng
An nhàn
Rực rỡ… See more",0,0,0,0,0,0,0,0
Hiếu Nguyễn,Khang Nguyễn =))))),0,0,0,0,0,0,0,0
Ngô Minh Tú,Tên cháyyy vậy a,1,0,0,0,1,0,0,0
Ninh Van,Kiệt Nguyễn=)),0,0,0,0,0,0,0,0
Kiệt Nguyễn,Ninh Van,1,1,0,0,0,0,0,0
Nguyễn Hoàng Tú,Quân Nè =))),0,0,0,0,0,0,0,0
Như Quỳnh,Thoại Nghi,0,0,0,0,0,0,0,0
Nguyễn Bảo,Thái Dương,0,0,0,0,0,0,0,0
Kiett Trann,Hoaii Han,1,0,0,0,0,0,0,1
Nguyen Dieu Linh,=))))))),0,0,0,0,0,0,0,0
Văn Dũng,Minh SơnTrần Minh Tuấn,1,0,1,0,0,0,0,0
Hứa Thành Duy,Huỳnh Khuê,0,0,0,0,0,0,0,0
Văn Quý,VTV24,0,0,0,0,0,0,0,0
Hoàng Quân,Minh Quangg,0,0,0,0,0,0,0,0
Nguyễn Bảo,Bdoe Bdoe,0,0,0,0,0,0,0,0
Ng Linh,Huy Do,0,0,0,0,0,0,0,0
Fuk Tài,Huynh Khang =))))))),0,0,0,0,0,0,0,0
Trần Đức Hiển,30/4,0,0,0,0,0,0,0,0
Nguyễn Tường,.,0,0,0,0,0,0,0,0
Nguyen Son,=)))),0,0,0,0,0,0,0,0
Phạm Quyết,:)),0,0,0,0,0,0,0,0
Thanh Nguyen,?,0,0,0,0,0,0,0,0
Lê Minh Vĩnh An,Đỡ hơn mấy th đu càng chạy tuột quần r quay lại sủa,0,0,0,0,0,0,0,0
Phan Nguyễn Minh Quân,:)),0,0,0,0,0,0,0,0
Thái Nguyễn,NT Thu Hà,1,0,1,0,0,0,0,0
Vũ Tuấn Minh,Đặng Quang Dũng,1,0,1,0,0,0,0,0
Thượng Thư,"Đặt cái tên biết thằng chủ vô học đến đâu, mày có là ng miền bắc đi nữa thì vẫn thế cả thôi!",0,0,0,0,0,0,0,0
Cn Chan Bucki,Cn Lyn Pinky,0,0,0,0,0,0,0,0
Trịnh Vinh,Ducx Wher Trong,1,0,1,0,0,0,0,0
Dương Đình Huy,Trờiiiii,0,0,0,0,0,0,0,0
Huỳnh Minh Khương,up up,0,0,0,0,0,0,0,0
Giang Trần,Kaka,0,0,0,0,0,0,0,0
Trương Quang Thọ,"nếu tiệm này mở từ trước 2022 thì chấp nhận =)) còn nếu mở sau 2022, từ 2023 trở đi thì đéo thể chấp nhận đc :)) không một người con dân Việt nam nào có thể nghĩ ra cái từ ""parky"" này khi cái nạn phân biệt vùng miền trở thành một cái trend độc hại ở 20… See more",0,0,0,0,0,0,0,0
Trương Thế Nhân,Ông làm biển hàng chữ bị xệ rồi,0,0,0,0,0,0,0,0
Hoàng Đạo,"Bắc Kỳ chứ không phải parky, không hiểu thằng chủ tus không biết tiếng Việt hay là nó phản động, nếu là 3q, cali con thì làm ơn cmt tiếng tây đi chứ đừng viết tiếng Việt nó nhục lắm",0,0,0,0,0,0,0,0
Long Nguyễn,"Tuyệt dờii, ae miền bắc chúng ta mãi đỉnh",1,0,1,0,0,0,0,0
Lê Danh,"Pakky ăn cá rô cây ăn nhầm lựu đạn chết cha Pakky
. Chúc tiệm làm ăn phất lên như diều gặp gió",1,0,1,0,0,0,0,0
Banker Yến Hoàng,Chả thấy gì bình thường bắc kỳ gì chứ bắc kỳ là độc lập bắc kỳ là tự do bắc kỳ là vinh quang của việt nam chứ có gì lạ đâu mac nói lắm thế ko phủ nhận công lao của của 1 số a hùng dân tộc kháng chiến trong nam còn lại thì .... chết ko hết tội ô nhục củ… See more,0,0,0,0,0,0,0,0
Ken Markus Phupoom Feehily,"tiệm này là treo dê bán chó nha mn, mục đích tên của nó theo lời của nó là để nó dẹp mỏ mấy đứa trong nam, vậy người trong nam không nên ủng hộ gì nó nhé. thật ra t làm gì trên SG cũng hỏi rõ ràng chứ chủ bắc kì là t k chi 1 đồng, chủ người trung ng nam thì t mua",0,0,0,0,0,0,0,0
Minh Đen,Tìm hiểu kỹ 1 tí về nguồn gốc và ý nghĩa của PARKY hay là Bắc Kỳ đi... Làm này bọn 3 sọc nó cười cho thì lại nhục.,0,0,0,0,0,0,0,0
Phạm Quang Hiến,Đặt thế mới bền :)),0,0,0,0,0,0,0,0
Nguyễn Dương,Chúc chủ tiệm làm ăn thua lỗ=),0,0,0,0,0,0,0,0
Đoàn Đức Duy,"Bắc kỳ , Nam kỳ thì cũng chỉ là cái tên gọi để phân biệt mỗi vùng miền thôi , có gì đâu mà các ông cứ phải sồn sồn lên",0,0,0,0,0,0,0,0
Phong Dương,Parky vs nam ky là từ dành cho những th phân biệt vùng miền còn ae VN mình thì chỉ có nam bắc một nhà,0,0,0,0,0,0,0,0
Nam Trần,"Lũ bk ko biết chúng bị ghét vì tính hl, bốc phét, văn hoá khôn lỏi, bố mày. Mà cứ đi chửi vì sao Nam Trung đ ai ưa mình, dân Bắc vào Nam lâu còn đ ưa nổi tụi bk :))) sửa thì ko lo sửa, chỉ thấy lo sủa",0,0,0,0,0,0,0,0
Kiệt Bo,"Nữa ra chi nhánh 2 đặt tên là mũ cối
chi nhánh 3 là cá rô cây
chi nhánh 4 là vĩ tuyến 17",0,0,0,0,0,0,0,0
Nguyễn Duy Linh,Nói thật là ngoài bắc ko ai phân biệt vùng miền cả,0,0,0,0,0,0,0,0
Quaghe Gom,Mạnh Hoàng parky,0,0,0,0,0,0,0,0
Nanahara Chifuyu,Hú hú khẹc khẹc.,0,0,0,0,0,0,0,0
Thần Long Tỷ Tỷ,Pbvm làm gì z =))) bắc kì nam kì. Bọn mình là mon kì mà ( monkey ),0,0,0,0,0,0,0,0
Nam Hoàng,Xà Lỏn Màu Hồng parky,0,0,0,0,0,0,0,0
Lương Duy Thành,Sắp tới 30/4 rồi lũ gâu gâu 3/ nó thấy bài này nó lại vào khịa bjo,0,0,0,0,0,0,0,0
Hứa Chung,Nó ở cái tầm....,0,0,0,0,0,0,0,0
Long Nguyễn,up,0,0,0,0,0,0,0,0
Trâu Húc,3 que vong nô bú bồi cho parky,0,0,0,0,0,0,0,0
Dinh Manh Cuong,Đẳng cấp Trần Xuân Bách,1,0,0,0,0,0,0,1
Nicholas Terry,"Laptop bên em vừa về mẫu máy DELL- HP - LENNOVO
Gía từ 3-5 triệu cam kết máy nguyên bản
mời AE vào zalo chọn máy https://zalo.me/g/sayxck058… See more",0,0,0,0,0,0,0,0
Đinh Trung Kiên,"Thêm tí vàng vàng, 3 sọc đỏ nữa thì hết nước chấm",0,0,0,0,0,0,0,0
Toàn Hý,parky suc sinh mãi đỉnh,0,0,0,0,0,0,0,0
Đỗ Huy,Vl tên haha :)),0,0,0,0,0,0,0,0
Quang Lê,Tại sao người bắc kỳ ko thích bị gọi là người bắc kỳ vậy???,0,0,0,0,0,0,0,0
Thanh Quang,Uppp a,0,0,0,0,0,0,0,0
Tung Anh,"P̷a̷r̷k̷y̷ ̷c̷á̷i̷ ̷c̷o̷n̷ ̷đ̷ỉ̷ ̷m̷ẹ̷ ̷b̷ọ̷n̷ ̷m̷ầ̷y̷ ̷l̷ũ̷ ̷s̷ú̷c̷ ̷v̷ậ̷t̷,C̷ả̷ ̷n̷h̷à̷ ̷m̷à̷y̷ ̷đ̷ị̷t̷ ̷n̷h̷a̷u̷ ̷t̷r̷ê̷n̷ ̷b̷à̷n̷ ̷t̷h̷ờ̷:̷)̷)̷",0,0,0,0,0,0,0,0
Khoai Thị Sắn,"BẮC KỲ vào miền nam mua nhà , làm chủ , thuê bọn nó làm .
Bảo sao nó phân biệt .",0,0,0,0,0,0,0,0
Phan Anh Kiệt,Parky chó 54,0,0,0,0,0,0,0,0
Cuong Alibaba,Rồi cũng sập tiệm,0,0,0,0,0,0,0,0
Nguyen Phuoc Sang,Op,0,0,0,0,0,0,0,0
Tấn Dũng,Opp,0,0,0,0,0,0,0,0
Nguyễn Tuấn,Op,0,0,0,0,0,0,0,0
Nguyễn Huy,"Tên hay đó, chắc ae ngoài cũng phải mở tiệm Namkyki hoặc cochali thôi",0,0,0,0,0,0,0,0
Đặng Nam,mong thi thoảng nhà ăn vài viên gạch thằng phản động 3 que,0,0,0,0,0,0,0,0
Lê Hưng,Đỉnh caooo,0,0,0,0,0,0,0,0
Đào Văn Chúc,Haizz,0,0,0,0,0,0,0,0
Hoang Duc,Ổi Chin ok,1,0,1,0,0,0,0,0
Nguyễn Đạt,tưởng người sài gòn hoá ra thằng thổ khơ me da thì đen đen bẩn bẩn iq thì thấp lười làm ham ăn cả đời quanh quẩn nhà rơm nhà lá,1,1,0,0,0,0,0,0
Nguyen Quang,ae bucky,0,0,0,0,0,0,0,0
Lê Bảo,Damn Bách,1,0,1,0,0,0,0,0
Phong Nguyễn,Parkyyyyy never dieeee.,0,0,0,0,0,0,0,0
Cậu Bar,Kkkkk,0,0,0,0,0,0,0,0
Ming Fumi,Otto Wittelsbach,0,0,0,0,0,0,0,0
Nguyễn Huy,Nguyen Quoc Huy djtcu:)),1,0,1,0,0,0,0,0
Bi Gay,Tiến Phan pac ki,0,0,0,0,0,0,0,0
Nguyễn Xuân Thanh,Vip,0,0,0,0,0,0,0,0
KhắcChinhvõ,Hieu Ngoc Pham kkkk,1,0,1,0,0,0,0,0
Tung Le,Phuc Le,1,0,0,0,0,0,0,1
Lý Đá,Tiệm tên parky chớ có phải bắc kỳ đéo đâu mà sao tụi bây nhảy dựng lên như động đất vậy?,0,0,0,0,0,0,0,0
Thai Tran,Phát Trương clm,0,0,0,0,0,0,0,0
Lê Trường Thịnh,Bắc kỳ cũng là con người chứ có phải cc đâu à mà giống cc hơn dm Bắc kỳ,0,0,0,0,0,0,0,0
Tăng Phổ Hiền,Xem đám parky bình luận đi rồi sẽ biết vì sao người ta kì thị chúng,0,0,0,0,0,0,0,0
Trai Tài Gái Xỉu,Trần Trí parky,0,0,0,0,0,0,0,0
Phú Thiên,"Shop này chắc lừa đảo lươn lẹo lưu manh , bẩn bựa như pảky vậy",0,0,0,0,0,0,0,0
Trần Đức Tỉnh,Nguyễn Đình Gia Kha OK,0,0,0,0,0,0,0,0
Lê Mạnh Hiệp,Trần Lâm Vinh Ryan Gosling lol,0,0,0,0,0,0,0,0
Hoàng Quốc Việt,Nguyễn Trọng Văn adu,0,0,0,0,0,0,0,0
Phạm Hồng Quân,Chúng nó cứ bắc kỳ bắc kỳ chứ thật sự tôi thấy bắc kỳ chất hơn nam kỳ nhiều. Nam kỳ người xưa thuộc lòi cham pa cổ bị đại việt đánh. Giờ dân toàn gay với bê đê nhìn chán éo chịu dc. K biết tự hào so với bắc kỳ ở điểm nào,1,0,1,0,0,0,0,0
Liêu Bảo Duy 🪽,"tuyet ngoc
nice name",1,0,0,0,0,0,1,0
Khánh Trương,Hoàng Hảiii,1,0,1,0,0,0,0,0
Huy Thỏ Non,"Mấy con chó ngu phân biệt vùng miền tưởng thế là hay
nói Bắc Kỳ k sao. Động đến Nam Kỳ thì giãy nảy như chó dẵm phải đuôi :))",0,0,0,0,0,0,0,0
Trịnh Văn Huấn,Bố cái thằng sv đặt cái tên tiệm pbvm.bố m chúc mày sớm dẹp tiệm sớm đi con tró,0,0,0,0,0,0,0,0
Minh Mèo,Dang Hai nọt sai,1,0,1,0,0,0,0,0
Nida Lee,Clm,0,0,0,0,0,0,0,0
Cây Si,Vip,0,0,0,0,0,0,0,0
Da Phuc,Cc Vinh Khang,0,0,0,0,0,0,0,0
Nguyen Kien,"Hey cái này lại hay sau mấy comments“ p….k “ thì cứ gắn đường link shop này ra , khéo lại thành công lớn :)))",0,0,0,0,0,0,0,0
Trần Dũng,pariy,0,0,0,0,0,0,0,0
Henry Trần,Vcl:)),0,0,0,0,0,0,0,0
Hát Xê,Kkkk,0,0,0,0,0,0,0,0
Trương Đỗ Duy Khang,Dm,0,0,0,0,0,0,0,0
Hoàng Khoa,Vc,0,0,0,0,0,0,0,0
