,comments
1707, username  cái văn này qua nay gặp nhiều. Ngta ghét = ngta sợ :)))
1708," username  đm mày ngu thật hay giả vờ ngu. Lúc nó có công thì khen thưởng, lúc nó có tội thì phải xử lý. Nó như virus ung thư, ngăn chặn sớm thì chữa lành, để nó di căn thì chỉ có đóng hòm thôi. Mã cụ nhà mày"
1709, username  nhà đã quét sạch rác rồi giờ thỉnh thoảng có tý bay vào lại phải đi dọn ai chả bực.
1710," username  bme mày đẻ ra mày chắc rát cái lol lắm nhỉ ? Não hữu dụng lắm đấy, mày đã thử sử dụng bao giờ chưa ?"
1711, username  3 cái dẻ chùi loz thì sợ cái đ/éo gì a ơi cái cụ biết các cụ buồn đấy
1712, username  trẻ không học hành tử tề già nó khinh đó cháu. Lo học hành tử tế đi
1713, username  mày bị ngu hay giả vờ ngu thế. Ko phân biệt được đâu là khinh thường đâu là sợ ah. Lớn ngần này tuổi đầu lại đi bảo sợ. Còn ngu lắm con trai ạ
1714," username . Mày ranh con hóng chi chuyện người lớn vậy, về hỏi lại 2 đứa thân sinh ra mày coi. Nhải ranh."
1715," username  học thức của bác chỉ dừng ở mức biết đọc biết viết thôi à, phát ngôn nghe ko thấy có tí trình độ nào, lần sau ko biết gì thì ngậm câm lại nhé mất công người ta chửi cho"
1716," username  học thêm đi th nguu, đừng nghĩ ai cũng nguu giống m"
1717," username  mày ngu vl. Ko phải là sợ mà là ghét. Ghét lũ bán nước, đu càng mày hiểu được ko. Ko yêu cái VN ngày này thì ko hiểu đc đâu cháu ạ. Cháu quả là ngu và vô ơn."
1718, username  không phải họ sợ mà họ thấy kinh tởm mày hiểu không
1719, username  sợ là phải rồi
1720, username  sợ...nhưng là sợ dơ
1721, username 
1722," username  dù có là người dũng cảm nhất thế giới này mà bảo cầm cứt xong lấy tay bóp thì ai cũng ghê, nhất lại là cứt nát. Thế lên bọn tao là người sợ cứt đái nó dây vào người chứ không như lũ ruồi nhặng vo ve lấy cứt làm thức ăn"
1723, username 
1724," username  ông nói chuyện ngu mà còn bày đặt nguy hiểm. ông đánh tráo khái niệm coi thường với sợ trắng trợn thế, chế độ cũ đã bị xóa bỏ, hiện tại những người theo tư tưởng chế độ cũ luôn chống phá, chửi bới đất nước Việt Nam. vậy những người ăn học… See more"
1725, username  sợ vãi lồn. Mầy thấy cứt mầy có sợ không hay mầy vẫn bám vào ôm hôn. Thằng mặt lồn có tâm hồn chó dại này :))))
1726,Cứt thì ai chả sợ dính vào
1727, username  ông có sợ cứt không
1728," username  sợ đã éo dám lên tiếng, nhìn ngứa mắt t chả chửi"
1729, username  bố Mỹ mày tụi tao còn vả cái loại chó săn này ai sợ
1730, username  sợ bẩn đó ! Chớ ở trong nhà có miếng giấy dính cứt thì mình để yên à ? Sinh sau đẻ muộn mình ko biết thì mình im mõm nó hay hơn !
1731, username  nghĩ = đầu trên hay đầu dưới mà viết đc câu văn ải chỉa thế?
1732, username  đầu phụ huynh của mi
1733, username  ô lỡ húc có cái cổng từ 49 năm trước rồi mà tới giờ vẫn dỗi vẫn giãy nảy lên thế à? Người gì đâu mà nhỏ mọn thế? Chỗ ông có thiếu nước không mà sao nghe chừng khát nước quá vậy? :)))
1734, username  Phòng An Ninh Mạng
1735,Đệ t ử ruột của trần dần
1736, username  đệ tử ruột của Trương Tấn Sang
1737,Yêu thương chia sẻ của bọn 3/ thôi chứ ở Việt Nam chúng tôi k làm thế
1738,Hình như 2 thằng đó là ng gốc hoa thì phải
1739," username  có rất nhiều người Việt gốc Hoa sinh sống tại Mỹ và họ không nhận là gốc Việt khi được phỏng vấn. Cá nhân mình chưa bao giờ thích cái lũ Tàu chợ lớn này, ngay cả tại Mỹ. Vì sao? Vì tụi này luôn tự coi là người Tàu"
1740, username  gdinh ae no la người hoa nha.k thay con vợ đag ha vo quang tri ck Quang đông
1741, username 
1742, username  Giang Trạch dân là cdb gì hả mày
1743, username  mày nói càng ngày càng ngu họ lý có từ rất lâu rồi và là dòng họ lớn đâu như họ Giang à Tây nội địa thì biết gì về đất nước tao mà nói như đúng rồi
1744, username  3 tàu 3 que hợp thế còn j nữa
1745,"Đi vào phòng đó ngủ, thấy lá cờ đó ko lẽ ý thức dân tộc ko có để mà cất vào tủ mà sinh hoạt. Khi tìm được nơi ở khác thì để lại nguyên trạng cho chủ nhà. Đằng này lại thích để thế nữa cơ. Chuyến này có đi ko về rồi."
1746, username  chắc bị mù
1747, username  mù thì ko phải. Nhưng chắc chắn là chơi vơi bọn bà sọc
1748, username  nếu là tui sẽ vứt nó xuống đất chứ ai để cức lên đầu
1749," username  : con này là tây nội địa rồi, nó cố tình làm vậy để thông báo tín hiệu cho vịt tân thu nạp tần số. Loại này đuổi khỏi ngành giáo dục luôn."
1750, username  cô tình quay la co rõ ràng chứ đâu phải lướt qua đau
1751, username  Lý đó có ai để đầu giường bảo giờ vì sợ đổ vỡ. Chỉ có cố tình sắp xếp thôi.
1752, username  nó ghép hình lá cờ vô đó.
1753, username  là NÔNGNÔ ĐẦNĐỘN. Video của 2 đứa đưa lên thì ai ghép? Tại sao con vợ 0 nói là bị ghép?
1754, username  tại nó nói là phản biện với mấy đứa ngu để làm gì???
1755," username  bọn này chỉ vào phòng ngủ thôi,chứ quá trình đi tham gia biểu diễn và giao lưu chắc chắn sẽ gặp gỡ toàn lũ 3/, sẽ có những sự việc còn lớn hơn về liên quan đến lũ vong nô mà dân mình ko biết hoặc chưa đc biết,chứ sự việc cái phòng ngủ bé … See more"
1756," username  ông gà lắm, phải như thế mới đánh tiếng cho mấy bầu bên cali mở xô để hốt tiền được, xong về vn tẩy trắng thành vô ý thành rút kinh nghiệm để kiếm tiền cả 2 bên đấy"
1757, username  cũng cố tình quay lại để lấy lòng tụi Cali.
1758," username  kiểu muốn đớp cả 2 bên ấy. Về vn lại 1 vòng vn rồi cờ đỏ sao vàng các kiểu, sang bên kia lại /// . T nghĩ nhà này chắc kèo 3/ r, chỉ là vẫn muốn kiếm cơm ở vn nên mới văn vở với tuổi trâu thôi"
1759, username  bạn nhìn cách nó quay tập trung vô lá cờ nha chứ ko phải là lướt qua đau.đang muốn lấy lòng cali.bon này đích thị là phản quốc rồi còn gì
1760, username  giống vụ bang kiểu vô tình có cái cờ phía sau khi moi sang cali
1761," username  Tội bán nước, phản Quốc thì Gia Long còn tấy mấy trăm năm chưa trắng kìa."
1762, username  co le the
1763," username  Ở Hàn hay ở Trung thì 1 vé 1 chiều. Còn ở Vn thì ko chắc, chưa gì Tuổi trẻ vnch lên bài bào chữa nhanh như điện ."
1764, username  ko quan trọng báo đâu bro. Quan trọng là ae cộng đồng mạng mình đây này. Báo có tẩy ntn đi nữa nếu cđm vẫn đốt thì có mà yên đc. Nói chung là bọn này sẽ khó mà kiếm tiền Ông Cụ nhà mình nữa rồi.
1765, username  vứ đi chứ rác mà cất tủ làm gì
1766," username  gặp tui năm ngoái tui cũng chả biết cờ đó là gì,năm nay tui theo dõi trang dòng máu Việt nên mới biết lun"
1767, username  tui cũng k biết
1768, username  tụi mình ở trong nước ko qua Mỹ ko biết còn dc đằng này người ta đi qua nhiều mà ko biết là điêu
1769, username  ngu hết phần thiên hạ
1770," username  ngu gì tại người ta không quan tâm về các quốc kỳ thui, nhỏ h trừ cờ đỏ sao vàng mấy lá cờ khác tui chả thèm quan tâm"
1771, username  thấy là vất con cụ nó vào wc hay sọt rác cất làm đéo gì
1772, username  sợ thế cơ à
1773, username  10 điểm yêu nước :)))
1774," username  phải t là t dỗi, t đ ở luôn. Chứ ở đấy mà cất. K dây dưa với bọn p.động"
1775, username  chuẩn bác
1776, username  ko đơn giản như thế đâu.
1777, username  kể mà thấy cờ đó mà đái một bãi vào thì ok.gio thì ngu người rồi bạn
1778, username  phải có 3 sọc treo đầu nằm thì cái thủ đô bolsa nó mới để yên cho kiếm ăn ở bển chứ.
1779, username  Chẳng có sự tình cờ nào ở đây cả!
1780, username  có thể lấy quần đùi tấp lên che lại mà :))
1781," username  Sợ lá cờ đến thế à, bên thắng cuộc mà nhục thế gặp gì cũng sợ."
1782, username  sợ gì lũ bán nước uống máu đồng bào như chúng m. Đã là rác thì nên ở ngoài bãi rác.
1783, username  yêu nước thì cũng tùy trường hợp.. nếu đag bên mẽo thì đừng động đến cờ mĩ.. lấy cờ ba sọc đi chùi mông thôi.. chứ nhổ.linh tinh lại mệt..
1784," username  Lập trường rõ ràng như ng khác thì đã cất đi cái miếng vải rách đó rồi,,như chúng ta đây thì đi chỗ khác luôn k ở hoặc là về nước luôn cũng dc,chứ dell có chuyện ở đó vui vẻ."
1785, username  thật chứ ai đời để c*t trên đầu giường mà để im được chứ
1786, username  Một con bò đỏ lên tiếng
1787," username  1 con 3/// khát nước thờ cục c*t cho hay cay tiếp đi con, đéo có nước đâu mà đòi phục với chả quốc"
1788, username  đấy là người bình thường nghĩ thế. Còn /// thì ko phải người bình thường
1789, username  nó đi diễn hàng ngày với lũ 3/// đấy . Nó cố tình chứ. Sao không thấy
1790," username  nó mà dì được thì thêm quay về à , ngủ đi rồi mơ"
1791, username  sờ sờ ra đó mà nó nói không để ý
1792, username  đừng nói đến cái phòng ngủ mà nói thêm cái đoàn mời kêu gọi đi diễn đó nhé..tổ chức đấy với cái cờ 3soc thì hiểu luôn chứ nói gì thêm
1793, username  Chuẩn. Bất cứ lý do gì cũng không thể bỏ qua chuyện này được. Đào thải bọn phản Quốc.
1794, username  chắc là yêu thương đến mức làm tình cũng phải ngắm cờ :))
1795, username  3 que nói nhiều quá.
1796," username  có ai sợ đâu, nó như bãi cức ấy có sợ là sợ nó dính vào thì vừa bẩn vừa thối mà k có nước gì rửa đc"
1797," username  cái tư duy nó ko liên quan đến chuyện 3 que bạn ạ. Còn bạn chưa gì đã chụp mũ người khác là sợ 3 que rồi tự hạ thấp mình bằng việc thơm hay thối nó buồn cười lắm, trong cái luồng này người ta đang cố giải thích việc họ ghét 3 que và hàn… See more"
1798," username  Còn nếu em 15 tuổi thật thì em lo học hành đi rồi từ từ sẽ biết, chứ cái tuổi em nhỏ vậy lên đây xưng anh em với mọi người người ta lại bảo là mấy dạy đó. Lo học hành tử tế rèn dũa cái nết ăn nói cho nó văn minh đã em. Để người ta nói … See more"
1799, username  Là trại nuôi chó của Mỹ đế đó mà
1800,"Tóm lại về mặt đất đi, ảo mộng quá,,, tự do dân chủ quá đôi khi lại : mình nể mình quá.."
1801," username  té là té thứ méo nào, dân tộc Việt Nam chưa bjo run sợ trước bất kỳ 1 kẻ thù nào nhé. Đừng có xuyên tạc lung tung và lươn lẹo"
1802," username  nó mang tư tưởng và phổ biến đồi bại, giống cờ phát xít cho b dễ hình dung, khỏi thắc mắc!"
1803, username  thôi em xin :))
1804," username  không ai sợ cả. Chắc mọi người cũng như e: nhìn thấy cứt thối khắm thì dè bỉu thôi. Tránh ra đỡ nhẵm hay ngửi phải, cảnh báo cho mọi người biết. Chứ ai sợ đâu. Bác nói vậy sai rồi"
1805, username  ko phải là sợ. Mà là kìy thịy. Bạn ko chơi với cớt bao giờ lên bạn luôn phải tránh xa nó ra
1806, username  Run sợ chỗ nào???
1807, username  thế có công nhận lũ 3que là đám bán nước chưa?
1808," username  M ko phải giả ngu bởi vì m ngu thật mà . Chúng t không sợ bọn 3 que, chúng t chỉ khinh bỉ chúng nó thôi!!!"
1809," username  Không phải là sợ vì B52 Mỹ còn đéo sợ , sợ gì cái rẻ lau đó. Vấn đề là nó phản cảm... 1 cái giẻ mà nhiều người muốn quên đi ( cả bố Mỹ nhé). ok chưa bạn?"
1810, username  Bác nói hay Liên Hợp Quốc nói vậy?
1811, username  sợ cái quần. Sợ mà đánh cho chạy tụt quần. Nhìn 3/ đi. Mỗi lần có sự kiện nào mà ai cầm cờ đỏ là tụi nó điên cuồng cắn phá. Biết vụ mấy e sinh viên bên Úc đợt trc rủ nhau đi coi VN đá bóng treo cờ đỏ bị bọn nó khủng bố như nào ko? Nếu n… See more
1812," username  tất cả những thằng bán nước này bay giờ mà mọi người cùng xử lý bằng cách block là chúng nó sợ nhất, vì loe ngoe vài thằng lải nhải mà bị cả đất nước Việt Nam block thì chúng nó tự sủa cho nhau nghe àh. Thứ chúng nó muốn là được công nhận, … See more"
