comments,label
mặt lồn trâu,1
tao ết giảng vụ chym bay lồng khầy,1
vãi bìu. tu sướng. bốc phét. vua miếng ngon. khôn trẻ con.,1
thằng lồn hãm,1
má tướng mặt.,1
địt mẹ thằng hô,1
cu trọc dở trò moi tiền dân tu lừa dân,1
mặt lồn,1
viết trạng thái điện thoại mẹ ba que xong ện,1
công móng công ty dọn xong gãy te tua đéo quần què gọi tết,1
đi bọn tao lồn,1
nguyễn quý đéo bắt nhập cảnh bắt cặc í,1
bây dính cờ ba que đó. đéo cãi,1
địt mẹ mày bôi tao lgi,1
dẹp mịa đi cửa việt nam ảnh đăng tải cờ ba que to còi. dân việt cờ đỏ vàng,1
cờ đéo vàng cớt dơ dáy,1
động tổ quốc lồn,1
giẻ lau mày treo đầu giường tối lau lồn,1
đỡ đéo,1
đừng nứng,1
bênh lồn. trang cá nhân 1 bầu trời mỹ,1
dân đài loan treo cờ đài loan dân tq dám phản đối đâu. đừng cực đoan ta treo cờ kệ mẹ ta. nghệ sĩ treo cờ đài loan phong sát tq,1
tắt văn đi tao bang nam kỳ hẳn hoi chỗ đéo dsaau đừng chỗ xàm lồn đấy đéo ưa chn đéo .,1
cờ đỏ thống cờ 3 đéo tồn đéo vươn cờ đỏ,1
hannie monaban mày trích văn vatican à. việt đéo lòn maria,1
giải quyết đơn giản viết to đùng đảng cộng sản việt nam quang muôn xong giải đéo,1
vô địch bia đường lưỡi bò thèm thi ấy. đấy việt nam nhé. sa thất mẹ nghiệp đi nhé.,1
dí ả ngọc mu tao,1
tưởng siêu hùng marvel & đéo moẹ đi nhá lắm đấy,1
địt mẹ chương trình ba que,1
việt nam trừ nòi ba sọc đéo thèm quan tâm mấy búi trĩ nam kỳ,1
xứ ủng đéo đi du lịch,1
xứ ủng đéo hội đăng đàn giải luôn.,1
xong mịa,1
quoc huy địt cụ,1
vô tình cặc,1
giấc mơ mỹ mày,1
quần què. ba que cút,1
cút tình yêu tổ quốc đéo vô tình.,1
vô vô lồn vợ vô. phong sát đầu phong vô.,1
địt mẹ kiếm tiền đất lưng đất tẩy chay cấm việt nam đi ạ. giải lồn giải kẻ não vậy.,1
cơm cứt,1
lòi lồn chiến,1
địt mẹ,1
dtcn lồn khổ nhăn tinh tướng,1
2 nửa hả lồn,1
văn chương cặc video đi,1
má giỡn mặt hả,1
cặc,1
mày đánh,1
nội mày thằng mày tao lót dép chờ phim mày đít nổi ghẻ luon,1
1 cđi,1
2 thằng cá dí công ty mày hả,1
cợ mẹ mày,1
lồn mẹ phim tết cụa tao,1
lòn,1
khóc cc3m,1
má cầu trễ,1
ăng cức,1
cầu cá 2 cứt,1
lười vãi lồn,1
moẹ tao block,1
moẹ tao hóng mãi,1
má đi quánh bầu cua chạy đét lai,1
mày tức chửi,1
đù dám chửi .,1
đánh not uýnh lỗi not lỗi học tả đi ngu,1
đuỹ bom phim,1
tao đéo tin. tiền mày bày trễ đồ. tao món xào xả ớt,1
đéo ủng hộ đồng tao mồm động viên tinh thần mẹ mày,1
nha lỗn mặt thò,1
địt mẹ bố mày dõi,1
phuong quynh ngoc moá trượt hạn chót 2 xong 4 6 quy trình,1
phạm thảo vãi lồn,1
dọum lỗi mặn,1
scam cđm đi,1
mẹ mày,1
lồn thỏ mày đớp tiền đi đánh bạc,1
mẹ nó. đợt thằng tung ảnh rủ đi uýnh bài. mấy tỉ vốn.,1
đụ má mày clip quăng không. vãil biếng đọc lv,1
thổn lò lặn vãi cức 11,1
mày đợi moẹ xuân,1
đụ moé lỗi cos tan hả mày,1
phát trương lồn mẹ,1
đỉ lồn,1
chó,1
đéo dừa lòg thiên hạ,1
đầm ôm sát vô đỉ,1
ngu lồn chết me đi trần văn danh,1
ảo tài khoản ta bảo ảo cãi đéo xong đi soi tài khoản ảo,1
xàm lồn đồn hẹn hò hẹn hò hả,1
đụ má bụng tao tao chửa đẻ,1
viết xạo lồn thằg chủ chủ đề xàm lồnkhông kém phân biệt eo bụng,1
xàm lồn,1
xàm lồn giỏi,1
địt mẹ đi đỉ đầm kiểu dáng đòi ôm sát hả,1
đéo nổi,1
bớt trò khùng điên dạy đi,1
câm mỏ lồn mày đỉ,1
mẹ thằng điên,1
nứng lồn,1
điên,1
chừng mày phân biệt eo bụng hẵng phát ngôn ngu vãi lòn,1
má mắc cười chòi tiêu đề,1
gái mẹ mày đéo bụng,1
lùm má mày lùm,1
cap đít lồn,1
phân biệt eo bụng cd,1
hiệu ứng áo giựt tít tung đỉ mày đa nhân,1
má khùng lồn ghê,1
má đăng ác thiệt. jennie dầy kêu lùm lùm. mấy mẹ bụng 23 ngấn nhảy cầu,1
ưỡn chả the địt mẹ mày,1
xàm lồn,1
ten mu lồn,1
thiểu năng haha,1
xoá đi. lồn mẹ,1
khùng lồn hả trời,1
mắc lồn lôi 1 4 bp bàn luận hả xóa giùm,1
đẹp địt mẹ,1
má đĩ viết đếu gái,1
xàm lòn,1
đéo ta mập,1
đĩ mẹ eo bụng nha danh,1
địt mẹ trần văn danh,1
đầm body khoản kia cảm giác bụng bự mấy đuỹ,1
kệ mẹ ta nha,1
khùng lồn hả,1
xàm lồnqua di co,1
bua thay địt mẹ,1
đmm chần,1
địt mẹ ta eo bự xí đăng cd khùng điên.,1
giật tít mu lồn,1
xàm lồn duyệt thua,1
lồn 4 4 ấy. ỉa chảy đéo tụt,1
địt mẹ nhịn luôn. uống trắng ta cân giỏi,1
trời má tao nè rụng tóc kinh khủng mệt vãi lồn ta xĩu 1kg mai cân,1
4 4 ký 1 nổ 2 hại sức khoẻ vãi lồn tham khảo,1
ngu lồn,1
đỉ chần đẹt,1
địt mẹ ta sống,1
ôi địt mẹ,1
đẹp chê mấy đĩ . ta bệnh ta cân . hoa hậu đẹp thông minh xinh đẹp trí tuệ . mấy tụi mày chê . đẹp ngất ngây chê lồn,1
đùa đéo vui,1
kd lắm kd cỡ tụi tế bả 6 6 đêm quábữa live nhìu bình luận khiếm nhã thể bả vô duyên vãi lồn,1
não tao ổn lắm mắt tinh lắm đà béo gầy. đéo thành,1
tao đéo mù vậy. đồng,1
ta bảo thằng lồn kêu,1
bắn mẹ,1
giật tít mu lồn đỉ,1
lồn mẹ mày í,1
clmm khùng điên jztr,1
tít giật lồn,1
lo up mấy stt tâm trạng đi đỉ lồn,1
rồi. bảo hãm lồn,1
bụng gái ta mấy thằng mặt lồn,1
khùng lồn,1
váy vốn dĩ phản lồn,1
xàm lồn đỉ,1
váy kiểu giật tít lồn,1
thằng lồn danh,1
bé lồn xàm condi thần tượng nữ bụng to bầu bụng jen to đell hiệu ứng váy ngu câm mịa đi,1
địt mẹ jiyeon hồi trời tao fan bả đéo lỗi zới thần tượng ghê,1
đéo giả câm cụ mày mồm,1
xàm lồn,1
ta chửa bé jennie chửa cặc giải giùm,1
chửa lồncâm mẹ mồm đi,1
chửa cặc,1
ròi ví dụ béo kệ moẹ ta . thần tượng lịch tập căng thẳng stress ảnh hưởng cân dáng mẹ,1
hậu duệ mương 14 cút mương mày đăng. tít lồn què,1
khùng lồ.nhiều ghê ta xong bây soi xàm lone,1
lồn,1
quần què trời,1
lồn mẹ gahaahha kêu bả gủ tao dới,1
cười vãi lồn,1
quần què tao,1
chời đựu,1
nó. đạn nổ mẹ,1
coi chừg hút nhee đĩ lồn,1
địt mẹ,1
má lứm,1
duma quậy,1
đụ,1
đồ quái đấy,1
mày liệt dạng mẹ thuốc,1
hà linh lòi lồn tụi bây chiến,1
má. điện thoại nó. nhãm lồn thiet,1
vãi lồn,1
vãi kít hâhh,1
má vô vũ trụ trời,1
má hờn,1
mẹ kiếp,1
xách lồn chạy 80 mét,1
má trường giang mai mắn vãi lồn,1
qu tao tao ngừng lồn,1
thử đi vợ bảo bố mày nhá,1
đéo ụ mày .ẹ đéo ụ mày .á thôi. địt mẹ câu chửi miền đấy,1
lồn mọc lông cháu,1
mày kiu mày gọi đi đéo liên quan giòng,1
ranh mỗm mẹ mày bắc nam phân biệt võ mồm sài gòn định cư đi mỗm đi thằng ranh vỡ mồm bố mày hà nội ranh phân biệt địt mẹ mày,1
cac dính mặt mày kìa,1
lỗi đéo đạo lý mời next 1 mày đéo phán xét xạo lồn biến đi mày,1
địt cụ mày,1
thằng ngu lồn,1
pigheaded nam kỳ địt mẹ,1
học flow học vần học punchlinehọc kiến thức xã hội battle cặc,1
mày học mày bình luận hài độc thoại mày đéo,1
rap liên quan mẹ vãi cức học,1
hỏng đéo án đàn trách no hỏng hỏng chỗ mẹ you jack 2,1
rap cai lồn que,1
rap xạo lồn trẻ bây cười haha chả ho,1
rap kiểu lò,1
câu thương hiệu xuanpac nghĩa cụ thể vui nhạc xuanpac jqka báo sâm chết cụ mày đi nhạc xuanpac,1
lồn qegidi,1
bệnh cặc. chiêu trò hàng mấy má,1
má khùng lồn,1
danh dự đéo mấy đứa hoa hậu mong,1
địt mẹ vinh dự khoé đít khoẻ vú mày ta thi hoa hậu chủ yếu ta vú đít chính. mày đừng ta ứng xử nhé. buồn cười lắm. ứng xử ta,1
vãi lồn luônta đn du lịch trời ta cảnh đẹp khí tốt. đá fo thùy tiên thiệt,1
khẩu nghiệp mày ích khỉ khô . ca mày lồn vậy. tao bênh mày soi mói ta chứng mày suy diễn mày khẩu nghiệp đấy .,1
đéo fan bụt tao đứa vay xã hội thâm nợ xé giấy sống thảnh thơi . bụt clip tao chờ coi,1
kinh vãi lồn,1
bình luận tao thằng tình tiết cụ thể vụ kiện dân đéo quan tâm 7749 đéo liên quan sơ hở loè thiên hạ cười vcđ xong mấy giời khen thông minh nư tao toàn lũ seeding see more,1
địt mẹ tết đứa mày bụng tao lùm lùm lạ chít mất. lùm lùm quê xứng miêu tả công chúa xờ neo,1
xinh vãi lồn chê chê yên tao đẹp,1
lồn mẹ khùng vãi lồn,1
xàm vãi cứt,1
đầm cảm giác tròn tròn đâu. địt mẹ thằng lồn tao block mày. content bẩn bao nhiêu,1
mắc mệt mấy mẹ ghê ta mặc kệ ta đi,1
đéo quê mùa,1
điên khùng vãi lồn đuma,1
mả mày,1
lồn duyệt hả,1
eo sỉa đôi cặc mấy ba,1
vinh dự quần què mấy giải vớ vẩn mày.,1
khúc kia mấy giang hồ ma giang hô lồn tiếng gì.chỉ bả gọi kêu gọi giang hô,1
bắn mày mẹ mày,1
đhs hiền thiên hạ,1
bữa hình mấy ba mấy má ghép . clip ràng gớm vãi lồn,1
chịt mẹ,1
địt mẹ. tao cười ỉa huê hậu nam,1
moá tiền buồn thúi ruội hài cười xỉu,1
khùng điên. kiếm giấy xác nhân chứng cộng đồng mạng. tù,1
bắt đi trại đi khùng lồn hoài mệt,1
đụ má điên trời,1
má. lồn đĩa bay đi,1
độc đéo tao,1
vãi lồn trông capheny feed feed lao bắn,1
bệnh mẹ,1
giải trí vãi lồn ‍↔️,1
sợ vãi cức,1
đừng bảo vinh quang tổ quốc. đăng kí thi đoạt giải hưởng tiền thưởng tiêu. nâng giá giá đánh bóng thân lồn vinh quang. nhắc vinh quang cống hiến quên,1
tao diễn viên kim tuyến. má chửi tục kinh vãi lồn,1
tao đéo ngu đéo nôn tiền lũ lừa đảo bất lương nhé. sống bắt nạt đéo phản kháng ngu,1
tao nhấn mày biết. pháp luật sống đéo trò bỡn mày nghĩ. mày đéo vụ lừa đảo đéo đa đéo tiền. hh phương nga đó. ràng,1
mày đề 2 vợ chồng quốc tịch sinh sống xuất phát đảng viên chả chửi 2 vợ chồng quốc tịch mỷ đéo quan tâm,1
túm cặc túm ca túm ca,1
lồn mẹ quốc việt quốc nghiệp. chốt quốc lủi,1
thằng hàm hồ,1
thằng chó lợn,1
khầy cặc khôn . diss ba mấy thằng quỷ kiểm tra tài sản cắp trộm tiền công tiền phật tử cúng dường chùa,1
mồm cặc no cá dọn bề,1
tiền cúng dường thằng này.bố mày cúng ba má bố mày luôn.phật jr.phật tâm.lúc dái cúng dường cúng chiếu,1
bố mày ết giảng vụ chym bay lồng khầy,1
vãi bìu. tu sướng. bac phét. vua miếng ngon. khôn trẻ con.,1
thằng cặc hãm,1
địt má thằng hô,1
mặt cặc trâu,1
địt má khầy,1
thầy trông mặt cặc trâu,1
mặt đầu kặt thầy má,1
thằng tiền tụi bố mày gồi nhiệt ết thổn lò,1
đù má toàn ma,1
thèn mỏ tà la cặc trâu,1
show show gái má thằng hỏ,1
cặc mẹ,1
phát trương cặc mẹ,1
bua thay địt má,1
đéo ụ thằng .ẹ đéo ụ thằng .á thôi. địt má câu chửi miền đấy,1
cặc mọc lông cháu,1
thằng kiu thằng gọi đéo liên quan giòng,1
ranh mỗm má thằng nam nam phân biệt võ mồm sài gòn định cư mỗm thằng ranh vỡ mồm ba thằng hà nội ranh phân biệt địt má thằng,1
cac dính mặt thằng kìa,1
máy miệng rộng. bú cặc ghê lắm,1
thằng kit xào sả ớt,1
địt cụ thằng,1
thằng đợi moẹ xuân,1
hannie monaban thằng trích văn vatican à. việt đéo lòn maria,1
2 nửa hả cặc,1
đấm not uýnh lỗi not lỗi học tả ngu,1
bố mày đéo tin. tiền thằng bày trễ đồ. bố mày món xào xả ớt,1
đéo ủng hộ đồng bố mày mồm động viên tinh thần má thằng,1
địt má ba thằng dõi,1
phạm thảo vãi cặc,1
má thằng,1
cặc thỏ thằng đớp tiền đấm bạc,1
má nó. đợt thằng tung ảnh rủ uýnh bài. mấy tỉ vốn.,1
đụ má thằng clip quăng không. vãil biếng đọc lv,1
địt moé lỗi cos tan hả thằng,1
kinh tế khăn thằng tiết chế hả thổn lò,1
thằng tức chửi,1
thằng đấm,1
nội thằng thằng thằng bố mày lót dép chờ phim thằng đít nổi ghẻ luon,1
2 thằng cá dí công ty thằng hả,1
cợ má thằng,1
cặc má phim tết cụa bố mày,1
vãi cặc chán,1
địt thằng hóng mãi,1
thằng im má mồm đi. lo đấm,1
má bố mày 10 thùng xốp lẹ,1
tết rãnh hóng thằng tụi bố mày búng trứng dái thằng nổ pháo tết,1
lỗi đéo đạo lý mời next 1 thằng đéo phán xét xạo cặc biến thằng,1
thằng khờ cặc,1
mắc cặc lôi 1 4 bp bàn luận hả xóa giùm,1
xinh vãi cặc chê chê yên bố mày đẹp,1
bố mày diễn viên kim tuyến. má chửi tục kinh vãi lồn,1
bố mày đéo khờ đéo nôn tiền lũ lừa đảo bất lương nhé. sống bắt nạt đéo phản kháng ngu,1
bố mày nhấn thằng biết. pháp luật sống đéo trò bỡn thằng nghĩ. thằng đéo vụ lừa đảo đéo đa đéo tiền. hh phương nga đó. ràng,1
khúc kia mấy giang hồ ma giang hô cặc tiếng gì.chỉ bả gọi kêu gọi giang hô,1
vinh dự quần què mấy giải vớ vẩn thằng này.,1
địt mẹ vinh dự khoé đít khoẻ vú thằng ta thi hoa hậu chủ yếu ta vú đít chính. thằng đừng ta ứng xử nhé. buồn cười lắm. ứng xử ta,1
vãi cặc luônta đn du lịch trời ta cảnh đẹp khí tốt. đá fo thùy tiên thiệt,1
khẩu nghiệp thằng ích khỉ khô . ca thằng cặc vậy. bố mày bênh thằng soi mói ta chứng thằng suy diễn thằng khẩu nghiệp đấy .,1
đéo fan bụt bố mày đứa vay xã hội thâm nợ xé giấy sống thảnh thơi . bụt clip bố mày chờ coi,1
bình luận bố mày thằng tình tiết cụ thể vụ kiện dân đéo quan tâm 7749 đéo liên quan sơ hở loè thiên hạ cười vcđ xong mấy giời khen thông minh nư bố mày toàn lũ seeding see more,1
địt má tết đứa thằng bụng bố mày lùm lùm lạ chít mất. lùm lùm quê xứng miêu tả công chúa xờ neo,1
cặc má điên vãi lồn,1
giải trí vãi cặc ‍↔️,1
đầm cảm giác tròn tròn đâu. địt má thằng cặc bố mày block thằng này. content bẩn bao nhiêu,1
mắc mệt mấy má ghê ta mặc kệ ta đi,1
điên điên vãi cặc đuma,1
mả thằng,1
cặc duyệt hả,1
cặc,1
má điên cặc ghê,1
má đăng ác thiệt. jennie dầy kêu lùm lùm. mấy má bụng 23 ngấn nhảy cầu,1
ưỡn chả the địt má thằng,1
xàm cặc,1
xoá đi. cặc mẹ,1
đừng bảo vinh quang tổ quốc. đăng kí thi đoạt giải hưởng tiền thưởng tiêu. nâng giá giá đấm bóng thân cặc vinh quang. nhắc vinh quang cống hiến quên,1
bệnh má,1
thằng học thằng bình luận hài độc thoại thằng đéo,1
địt,1
rap liên quan má vãi cức học,1
hỏng đéo án đàn trách no hỏng hỏng chỗ má you jack 2,1
rap cai cặc que,1
rap xạo cặc trẻ bây cười haha chả ho,1
câu thương hiệu xuanpac nghĩa cụ thể vui nhạc xuanpac jqka báo sâm chết cụ thằng nhạc xuanpac,1
thử vợ bảo ba thằng nhá,1
qu bố mày bố mày ngừng cặc,1
xách cặc chạy 80 mét,1
nó. đạn nổ má,1
địt má,1
cặc má gahaahha kêu bả gủ bố mày dới,1
thằng liệt dạng má thuốc,1
vãi cặc trông capheny feed feed lao bắn,1
hà linh lòi cặc tụi bây chiến,1
má. điện thoại nó. nhãm cặc thiet,1
vãi cặc,1
má kiếp,1
cặc qegidi,1
má điên lồn,1
bắn thằng má thằng,1
địt mẹ. bố mày cười ỉa huê hậu nam,1
