comments,nametag
"Nguyen Anh Tuan chỉ có dân Việt đọc là hiểu.còn 3// thì sẽ phản biện lại ngay,lũ bán nước cầu vinh,ham sống sợ chết,sợ dơ bẩn vì lũ 3// này bôi xấu,làm bẩn hình ảnh của đất nước Việt Nam đấy.dơ với bẩn có nhiều loại lắm,nhưng loại dơ,bẩn như 3// này thì khác lắm",Nguyen Anh Tuan
"Lê Hoài Nam tôi đang tranh luận để xem noa thở ra câu tự chửi thằng bố nó bán nước đã rồi off ông ạ, mà nó k dám chửi ông ạ kkkk",Lê Hoài Nam
"Nguyen Anh Tuan thế mới phải thải ra chứ không lẽ giữ lại, sinh ra cái bồn cầu làm gì?",Nguyen Anh Tuan
Nguyen Anh Tuan Trong khi chính phủ VN xã hội chủ nghĩa có các chiến sĩ hy sinh anh dũng trong trận Gạc Ma. Thì bọn vnch đầu hàng dâng đảo cho bố Tàu. Qua đó có thể thấy VN xhcn là người giữ đất cho VN còn bọn 3 que là đầu hàng bán nước.,Nguyen Anh Tuan
"Nguyen Anh Tuan sợ á, có đống cớt giữa nhà thì phải dọn thôi chả lẽ để ngửi cho vui :))))",Nguyen Anh Tuan
Nguyen Anh Tuan ô hợp quốc vs 3 sọc thì khác j nhau đâu,Nguyen Anh Tuan
"Payn Kansbe mấy ông rảnh thật. Bọn này nó như c*t ấy, muốn sạch thì phải dọn đi thôi chứ ngồi tranh luận vs nó khác gì lấy que chọc, nó lại thối um lên. Block con mẹ nó cái thằng 3/ vào cho đỡ thối đi",Payn Kansbe
"Nguyen Anh Tuan nói chuyện ngáo ngơ giống thiểu năng nhỉ ? khát nước mất hết lý trí rồi à, cách nói chuyện của trẻ con để gây ức chế cho người khác nhưng đâu có biết trông như 1 thằng đần đâu",Nguyen Anh Tuan
"Nguyen Anh Tuan cảm giác như cái vụ ăn c*t ấy. Mấy người đó họ muốn chống phá chủ yếu để nước mình loạn lạc, dân mình sống khổ thì họ mới vui á. Đang sống yên ổn có thằng nó phá thì mình lên án thôi, bt mà. Cái này là ghét và muốn đập cho vỡ alo chứ ko sợ nhé.",Nguyen Anh Tuan
Vậy sao tụi nó không dọn hả Đặng Nhật Minh?,Đặng Nhật Minh
Nguyen Anh Tuan bán nước là thằng ml Nguyễn Ánh và bọn 3 que thua trận tàu khựa làm mất đảo của vn đấy.,Nguyen Anh Tuan
Nguyen Anh Tuan 3/ ý chỉ lá cờ của vnch ngày xưa. Tụi này là tay sai của mẽo. thời chiến tranh m-ỹ nguỵ. Đến 30/4/1975 đã bị giải phóng quân đáng bại phải chạy chốn qua cali ở. Nhưng đến nay vẫn có 1 bộ phận vnch ngày xưa chuyên chống phá bôi xấu và t… See more,Nguyen Anh Tuan
Nguyen Anh Tuan súc vật ba que bây h còn giả bộ là người trong nước nữa. Cái câu ba que chửi bò đỏ bò vàng là biết mày xạo l rùi.,Nguyen Anh Tuan
"Nguyen Anh Tuan m có bao giờ bị dị cứt vào mặt mà không sợ không, t thì hơi sợ đấy, sợ bẩn",Nguyen Anh Tuan
"Nguyen Anh Tuan bạn này cố chấp nhỉ :)) phản xạ thông thường của người bình thường thấy bẩn là tránh rồi, có người sạch sẽ là họ muốn dọn cái đống bẩn đó đi cho khuất mắt. Còn bạn không sợ bẩn, không sợ hôi thì cứ ở gần đó mà sinh hoạt, quyền cá nhân m… See more",Nguyen Anh Tuan
"Nguyen Anh Tuan bùn thì k sợ b ơi, cức mới sợ. Bạn đi chơi chân bạn đạp vào bùn thì bạn rửa sạch lại đi chơi tiếp đc, chứ đạp phải cức là mất luôn buổi đi chơi",Nguyen Anh Tuan
"Nguyen Anh Tuan ,3 que là đại diện của kiếp nô lệ,trăm năm quốc nhục của dân tộc VN,ko sợ mới lạ.",Nguyen Anh Tuan
"Nguyen Anh Tuan sao kể chuyện tương lai vậy, chúng ta nên chửi bọn bán nước trong quá khứ chứ, việc xảy ra rồi mà.",Nguyen Anh Tuan
"Nguyen Anh Tuan Tôi biết bạn đang lịch sự phản biện nhưng bạn nên bỏ câu : Chúng ta đang sợ bon 3 que, bạn đang bi ngộ nhận đấy",Nguyen Anh Tuan
"Lê Hoài Nam tôi cứng lắm nó ko ăn được đâu, bọn này tưởng giở cái giọng văn đó là k ai chặn họng nó lại đc. Mà thui tôi cũng chán r. Chắc block nó cho đỡ ngứa mắt.",Lê Hoài Nam
"Nguyen Anh Tuan ko em Chính phủ Vn hiện tại kiểm soát đảo nhiều nhất nhé, chỉ có bọn vnch đầu hàng nhận tàu làm cha làm mất nhiều đảo nhất nhé.",Nguyen Anh Tuan
"Nguyen Anh Tuan haizz chán lắm, càng nói thì tôi khuyên bạn nên đổi quốc tịch rồi nói tiếng Tây lông đi chứ tranh luận không đúng trọng tâm thì như ba que mãi mất nước thôi =))",Nguyen Anh Tuan
Nguyen Anh Tuan Bạn bị con chó hàng xóm cắn 1 lần. Lần sau ra đường bạn có sợ nó không?,Nguyen Anh Tuan
"Nguyen Anh Tuan thứ nhất tôi hỏi bạn có bán nước không ? Không trả lời, đánh trống lảng. Thứ hai, người phản biện cùn thường hay không trả lời thẳng vào nội dung vấn đề. Nói tiếng việt cho tới giờ này mà còn không hiểu nội dung câu hỏi thì là ít chữ ha… See more",Nguyen Anh Tuan
Nguyen Anh Tuan chưa kể ra 3que cộng hòa còn nhận Phi làm bố khi mất đảo vào tay Phi. Nói chung chúng là bọn ăn hại bán đảo cho giặc. TÌM hiểu kỹ vào tml.,Nguyen Anh Tuan
"Nguyen Anh Tuan t tưởng m là người có kiến thức cho tới khi m so sánh tới cái này, hỏi thật m ngu thật hay có đào tạo v, m có nhận ra m đang hỏi câu cơ bản ai cũng biết không?",Nguyen Anh Tuan
Nguyen Anh Tuan,Nguyen Anh Tuan
"Chắc bạn là 1 trong số ít những người sợ 3///
. Chúc mừng bạn đã "" rất thật lòng''",
"Nguyen Anh Tuan k hiểu, ta là ai là sao, ta đại diện cho cái gì vậy, nếu ttgeo t hiểu thì ta là bạn không phải tôi",Nguyen Anh Tuan
"Nguyen Anh Tuan Đấy là cá nhân bạn, 1 số bị chúng bó lung lay tinh thần, còn số đông thì ghét, khinh bỉ",Nguyen Anh Tuan
Nguyen Anh Tuan Sợ bẩn ấy,Nguyen Anh Tuan
"Nguyen Anh Tuan sợ cái đéo gì, cờ đó là cờ của bọn bán nước thì bọn tao ghét, bây giờ nhà mày có một thằng mày ghét, nó ham ăn lười làm, xong suốt ngày còn đi đặt điều nói xấu anh em nhà mày, ko ngừng chọc ngoáy, thậm chí còn rủ mấy thằng cặn bã về gây… See more",Nguyen Anh Tuan
Nguyen Anh Tuan vậy là thừa nhận bản thân bán nước rồi à =))#,Nguyen Anh Tuan
"Nguyen Anh Tuan giống như con gián vậy, nhìn thấy có chịu nổi ko",Nguyen Anh Tuan
"Nguyen Anh Tuan tôi mà gặp bọn bán nước là tôi chửi ác, nhất là bọn 3que tên tuấn.",Nguyen Anh Tuan
Nguyen Anh Tuan nói phát là biết bán nước liền,Nguyen Anh Tuan
"Nguyễn Duy Huân b khinh nó xem nó như cực thì tụi nó cũng xem b ý như vậy thôi, b đã thúi rình mà đi chê bay người ta thúi, đơn giản b chửi rủa khinh thường nó bn thì nó cũng khinh b lại y chang vậy thôi,",Nguyễn Duy Huân
Vậy là bạn khôn hơn 5 phút trước rồi đấy,
"Nguyen Anh Tuan run sợ đéo gì, thấy căm thù chúng nó nên ai cũng sỉ nhục, bạn đéo phải giả ngu",
"Nguyen Anh Tuan k phải là sợ đâu,bom đạn ngày xưa các thế hệ đi trc đã ngã xg mà k sợ thì sợ gì cái lá cờ này.sợ ở đây là sợ Dơ( bẩn) đến dân tộc Việt Nam, nói tiếng Việt nhưng lại đi bú bọn tb,ghét Tổ Quốc, đâm đồng bào,bôi nhọ và xúc phạm đến hình ản… See more",Nguyen Anh Tuan
Nguyen Anh Tuan mày có sợ chó cắn ko?.tao hỏi thật trả lời thật lòng nghe coi,Nguyen Anh Tuan
Đặng Ngọc Bảy còn để đầu giường. Mà còn có đứa bênh đc =)) ocvat chứ k fai ocnguoi,Đặng Ngọc Bảy
100 suất học bổng cali bạn nào đi giơ tay,
Mình xin phép đăng kí trước. Qua đi học thì học Ko học làm nails tháng kiếm 200 củ à. Kk. Khi nào Trung Quốc xâm lược thì về vn cầm súng à . Giờ tổ quốc chưa cần mình nhưng ba má chắc chắn là cần luôn. Mình tạm nằm vùng ít thời gian :)) các bạn thông c… See more,
"Hieu Tony giống hệt lũ vnch xưa, thấy tiền là sáng mắt còn biết gì ngoài tiền. cắt viện trợ là trốn mải",Hieu Tony
Hieu Tony,Hieu Tony
Nguyễn An Nhiên chính trị mình trung lập . Ông mình là liệt sỹ trong cuộc kháng chiến chống Mỹ trên con tàu không số đầy tự hào nhưng học lịch sử phải biết phân tích phải biết tư duy thì mới gọi là giỏi chứ đọc dc mấy chữ trong sách rồi tỏ ra mình hiểu… See more,Nguyễn An Nhiên
"Hoàng Đạt tôi là làm ăn mày thế giới còn hơn đi phá hoại đất nước , phá hoại tổ quốc . Kkk",Hoàng Đạt
Hieu Tony bạn phân tích đi. Chúng tôi ko phải loại ko có lý lẽ ko chịu lắng nghe. Nhưng quan điểm bạn đưa ra cũng đúng với cả phía vnch nhé: sách vở để phục vụ chế độ. Cái bạn cần nhìn nhận là nó đem lại điều gì. Nên nhớ chế độ nào cũng để phục vụ số đ… See more,Hieu Tony
"Vũ Chí Tài m cứ việc đi, nhueng vde là mỹ có nhận m ko? M phải chống phá mỹ nó mới nhận, ko thì cứ tiền thôi.bây h nhiều lựa chọn lắm.mà chọn ngu thì sẽ trả giá hê hê",Vũ Chí Tài
Hieu Tony bưng phở tháng cũng vài trăm củ,Hieu Tony
Hieu Tony bạn nghĩ sao về trường hợp này?? Dân kali thì lại khuyên bạn bè về VN mà làm ăn. Làm ăn ở mẽo an ninh ko an toàn là sao bro ?,Hieu Tony
Hieu Tony dân kali gốc thì lại chưiii đẻng dâm chủ do chính mình bầu nè bạn.,Hieu Tony
"Vũ Chí Tài sinh ra ở mỹ , ở Tây Ko chắc ai cũng sướng nhung sinh ra o vn là thấy khổn luôn rồi đó. Tao thấy có đứa nào ở vn mà kêu sướng đâu :)) toàn đi tu Ko à. Cuộc đời có bao nhiêu . Haha",Vũ Chí Tài
Hieu Tony 200 củ á.. có cái củ l,Hieu Tony
"Hieu Tony đi ko về nữa thì hẵng đi
chứ đi mà cứ phải cố gửi tiền về vn thì nhục lắm",Hieu Tony
Tín Lý gửi về làm giàu cho đầu tiên là gia đình sau đó đến thôn xóm và cao hơn là thành phố đất nước. Mình nhỏ làm việc nhỏ thôi.,Tín Lý
"Hieu Tony thôi thôi ôg ơi
việc đầu tiên gửi về là làm giàu cho bản thân ôg trc chứ thôn xóm, đất nước cái j",Hieu Tony
"Tín Lý ông giả ngu hay ngu thiệt dậy. Tôi gửi tiền về xây nhà nè . Ông phúc bán sắt , ba ba. Bán xi măng , ông đạt bán tủ , bà Lan bán giường , ba má tui ăn cháo gà bà hương cả xóm đều hưởng tiền tui gửi về chứ đâu cất ngân hàng đâu ông nhà tui dán tiế… See more",Tín Lý
"Hieu Tony thế ôg xây đc mấy cái nhà
giỏi lắm thì cho 2 cái đi :))) xong r sao
lại gửi tiền về đầu cơ đất đko :)))) lợi thì ít, hại thì nhiều :))",Hieu Tony
"Hieu Tony mày ko thấy vì mày ko muốn thấy. Mày kết bạn với tao đi tao cho mày thấy. Mày cần bao nhiêu bằng chứng tao cung cấp đủ cho mày luôn. Mày cảm thấy ko hợp mày có thể đi nơi khác bọn tao cũng chẳng cần, đừng quay lại cắn Tổ quốc nơi mình sinh ra là đc",Hieu Tony
"Vũ Chí Tài ngày mai xin ra trường sa cầm súng đi tổ quốc cần những thằng như mày ngay và luôn. :))
Ngồi vào phím tỏ vẻ ta đây là yêu nước ngoài ngồi ăn bánh mì vào phím đi vào đi ra chứ đem làm dc con mẹ gì trơn. Đôi khi đang ăn bám ông bà già ăn bám x… See more",Vũ Chí Tài
Tín Lý ông này thông minh biết có tiền là đầu cơ đất nè:)) thế mày ra mày đứng trước vinhomes ban nói ông vượng đi . Mình chưa đủ tuổi để bạn nói .,Tín Lý
"Hieu Tony Vượng nào đầu cơ đất
thật là hề hước, m ngon m làm như ôg Vượng đi, biến nơi đồng ko mông quạng thành đại đô thị sầm uất
chứ cái ngữ mua đc dăm mảnh đất, vứt đấy chờ lên giá mà cũng đòi so vs ôh Vượng à",Hieu Tony
Tín Lý bởi vậy cũng một thằng đi mua đất xây 1 căn nhà thì lại bị nói là đầu cơ còn thằng xây vào triệu căn mà Ko ai ở thì nói là phát triển đất nước. Mày biết bao nhiêu người dân bị cướp đấy nông nghiệp để phục vụ các dự án chưa? Tao phải đi tìm đườn… See more,Tín Lý
"Hieu Tony vca ko ai ở
m chưa qua vin bao h đúng ko :)))) lý luận kiểu ruồi bu thế này thì t ạ m r
vin mà m kêu ko ai ở thì cái khu nhà m chắc như bãi tha ma",Hieu Tony
Tín Lý còn hơn bợ đít :)),Tín Lý
"Hieu Tony bợ đít cái gì
m mới là cái thg bợ đít
bày đặt tây tàu cái éo gì, hoá ra cũng chỉ là ăn chênh lệch ngoại tệ
bảo ở đừng về nữa thì éo dám
tưởng thế nào :))) cầm 1-2k đô về vn nghe có vẻ oách đấy, mà dell đc cầm về sống bên đấy thì có kh… See more",Hieu Tony
Tín Lý mày chửi Ko gì chửi bác. Hồ của mày. Tao đang làm theo lí tưởng chủ tịch hồ chí minh vĩ đại,Tín Lý
"Hieu Tony Hồ chủ tịch nào vì 1-2k đô mà bỏ đất nước
pháp, mỹ nó sẵn sàng trả cả tỷ đô để có đc ng như Bác Hồ
cái đám loe ngoe, ăn bơ thừa canh cặn của đám da trắng mà đòi so, lo làm công dân hạng bét bên các nước đấy tiếp đi
ngồi đấy mà ảo tưởng",Hieu Tony
Tín Lý trước khi thành con người vĩ đại bác cũng đã phải lấy gạch gói về phòng để sưởi phải đi ăn cơm thừa canh cặn để tìm ra lí tưởng đó . Mày nghĩ nhà bác giàu để Ko húp com thừa canh cặn với bơ à.,Tín Lý
"Hieu Tony thế m đi tìm cái lý tưởng gì
đừng có nói mấy chuyện hề nữa, n giỏi ăn mấy cái truy nã như Bác Hồ để chứng minh lý tưởng xem nào
vì lý tưởng còn suýt bị tử hình mà cái thằng đi vẽ bậy kiếm tiền dám đưa ra so sánh cũng giỏi đấy
h cái đám … See more",Hieu Tony
Quá uổng công cho bác hi sinh cả thanh Xuân để đổi lại những con tinh trùng khuyết tật như bạn .,
"Hieu Tony ủa, mày chui gầm giường nhà tao hay sao biết tao làm gì? Thế mày nghĩ cứ ra trận giết giặc mới là thể hiện lòng yêu nước à? Bọn tao chiến đấu trên nhiều mặt trận nhé. Đây là mặt trận văn hóa, thay vì súng ống bom mìn thì bàn phím, điện thoại,… See more",Hieu Tony
"Vũ Chí Tài té ra người của Đảng . Mình vô Đảng vô chính phủ và không tôn giáo:)), chỉ là trong người có dòng máu việt thôi yêu hương đất nước Việt Nam .",Vũ Chí Tài
"Hieu Tony ?? Chắc môi trường rồi. Mây tầng nào gặp tầng đấy thôi, bạn bè t chết cũng k ra nước ngoài. Sáng cafe bạn bè đi làm. Tuần gặp nhau nhậu 4 lần, sướng phè phè, thế m bảo bên mẽo sướng hơn là sướng kiểu gì. T chưa tưởng tưởng ra",Hieu Tony
Vinh Đình Nguyễn đó là do Ko đủ điều kiện :)) muốn đi phải có tiền mà nhiều tiền nữa . Thì có gì đâu sau này con tui về vn cầm tiền đô chơi còn con bạn phải làm để phục vụ con tui à . Kkkk,Vinh Đình Nguyễn
Hieu Tony bữa sáng của mày đó,Hieu Tony
Bùi Tuấn cho Bác xin một suất!,Bùi Tuấn
Hieu Tony gâu gâu,Hieu Tony
Hieu Tony sao ít thế.. bọn nó đang cắn nhá điên loạn với nhau để đi kia kìa,Hieu Tony
Tối qua thấy mấy thằng dùng bài ở nhờ để tẩy trắng r :)))) kịch bản hay quá. Nhưng chúng tôi từ chối lời xin lỗi :)))),
Huynh Pl sau lời từ khước :))),Huynh Pl
Nguyễn Đức Tuấn Nam lời xin lỗi muộn màng,Nguyễn Đức Tuấn Nam
Huynh Pl họ có lỗi vs bạn à mà phải xl bạn,Huynh Pl
Trần Hoàng Văn ko có lỗi với riêng mà có lỗi với cả dân tộc.,Trần Hoàng Văn
Bắc Linh Đan rồi lỗi chỗ nào... họ quảng bá cờ đó hay sao??? Cờ đó ko được phép ở vn thôi bạn à...,Bắc Linh Đan
Trần Hoàng Văn là những người có ảnh hưởng không nhỏ trong xã hội mà đăng hình ảnh nhạy cảm như vậy mà vẫn bênh được.,Trần Hoàng Văn
Bắc Linh Đan đừng đỗ lỗi cho người khác khi mình chưa biết j... cái cờ ko phải của họ... ko phải của nhà họ... vô tình dính vô hình thì đã bị cả nước chửi... đúng là con người thật tàn ác...,Bắc Linh Đan
Bắc Linh Đan dạ thưa đó ko phải ở vn.... là nơi công cộng??? Nhà nước còn ko cấm được... cư dân mạng cấm à... nới chuyện phải biết suy nghĩ chứ,Bắc Linh Đan
Trần Hoàng Văn là người được ăn học đàng hoàng dưới mái trường XHCN mà đăng hình như vậy,Trần Hoàng Văn
